q1,q2,q3,xe,ye,thetae
0.86,-2.46,-1,-30.37,-98.44,-148.97
0.64,-2.98,-1,-113.6,9.86,-191.37
0.96,-2.76,0,15.49,-146.71,-103.13
2.3,-2.14,-1,128.49,20.85,-48.13
0.06,-1.58,1,249.18,-186.63,-29.79
1.27,-2.53,-1,-4.4,-99.94,-129.49
0.36,-1.72,1,270.53,-127.12,-20.63
1.78,-1.56,-1,192.29,64.11,-44.69
1.09,-0.66,0,296.45,223.65,24.64
1.99,-0.95,0,78.7,342.97,59.59
2.47,-2.0,1,27.22,269.11,84.22
0.94,-2.47,1,194.14,-90.63,-30.37
1.53,-1.43,1,193.62,258.73,63.03
0.84,-1.89,0,216.14,-128.73,-60.16
0.52,-2.98,0,-89.09,-99.21,-140.95
2.53,-1.34,0,-9.8,316.02,68.18
0.88,-0.05,-2,221.28,76.43,-67.04
1.03,-0.23,1,127.96,331.31,103.13
2.8,-2.07,0,71.26,216.93,41.83
1.59,-2.07,0,228.12,9.91,-27.5
2.49,-0.86,1,-224.41,272.25,150.69
2.99,-1.55,1,-210.85,232.43,139.8
2.26,-1.46,0,98.47,286.84,45.84
1.73,-1.93,-1,153.91,-18.64,-68.75
1.4,-1.75,1,247.71,162.21,37.24
1.2,-0.14,-1,240.43,242.37,3.44
0.34,-3.09,1,-20.77,-134.18,-100.27
1.41,-1.8,0,261.29,29.47,-22.35
2.56,-0.16,-1,-182.39,287.33,80.21
1.81,-1.58,-1,189.1,65.44,-44.12
1.02,-0.99,0,327.92,118.57,1.72
0.19,-0.59,-1,269.49,-154.18,-80.21
2.98,-2.39,-1,98.94,41.42,-23.49
1.81,-1.07,0,161.2,301.61,42.4
1.64,-2.76,0,104.29,-104.34,-64.17
2.1,-1.34,0,122.83,291.34,43.54
2.65,-1.82,0,60.86,253.23,47.56
1.0,-1.56,0,290.53,-28.72,-32.09
1.25,-0.75,1,164.27,315.37,85.94
1.97,-1.6,-1,175.72,90.2,-36.1
1.42,-1.89,-1,148.51,-59.69,-84.22
2.41,-2.18,1,73.29,239.01,70.47
0.74,-0.95,1,314.64,152.9,45.26
0.6,-0.02,1,214.84,274.64,90.53
1.46,-0.71,0,204.61,306.43,42.97
2.18,-1.82,-1,151.55,74.77,-36.67
2.63,-0.92,0,-149.43,321.13,97.98
1.55,-1.96,1,229.95,150.48,33.8
2.71,-1.72,1,-99.66,281.81,114.02
0.15,-0.27,-1,314.24,-113.15,-64.17
0.83,-2.17,2,220.17,49.08,37.82
2.21,-0.29,1,-248.85,255.06,167.3
1.26,-1.59,0,285.73,39.52,-18.91
0.1,-2.13,1,138.66,-215.0,-59.01
1.93,-1.22,1,34.85,335.18,97.98
2.21,-0.93,0,-3.01,353.42,73.34
1.28,-2.4,1,222.98,-8.03,-6.88
0.83,-2.66,0,21.09,-155.38,-104.85
1.26,-3.0,1,113.87,-92.03,-42.4
2.19,-0.37,1,-230.85,272.94,161.57
0.23,-2.23,-1,-56.22,-106.92,-171.89
2.89,-0.16,-1,-265.66,212.73,99.12
1.82,-3.06,1,136.44,-27.87,-13.75
0.82,-2.44,1,188.1,-110.33,-35.52
2.61,-0.43,-1,-136.93,292.71,67.61
1.51,-3.13,-1,-111.21,-64.86,-150.11
2.28,-2.39,0,173.77,70.11,-6.3
0.85,-1.03,1,302.39,169.44,46.98
2.89,-0.46,0,-322.81,202.15,139.23
1.0,-0.58,1,208.47,290.92,81.36
1.66,-1.26,-1,215.45,106.7,-34.38
1.89,-1.87,-1,161.59,18.07,-56.15
0.39,-0.74,1,345.85,83.52,37.24
1.18,-2.21,-1,58.83,-107.78,-116.31
1.1,-2.87,1,126.57,-102.07,-44.12
1.22,-1.11,0,303.1,150.63,6.3
0.82,-2.69,-1,-74.86,-64.05,-164.44
2.28,-0.49,0,-141.2,352.43,102.56
1.12,-0.65,0,288.45,234.76,26.93
2.61,-1.57,-1,83.64,183.21,2.29
1.72,-3.14,1,118.91,-52.98,-24.06
3.09,-1.29,-1,-68.79,226.56,45.84
1.32,-2.99,-2,-92.88,62.11,-210.28
1.94,-2.99,0,82.45,-104.29,-60.16
2.09,-0.89,0,29.71,355.2,68.75
1.05,-2.91,1,112.43,-110.36,-49.27
2.07,-2.71,0,146.31,-41.14,-36.67
1.48,-2.65,0,113.23,-109.93,-67.04
2.95,-1.48,0,-101.46,283.44,84.22
0.73,-2.79,1,99.34,-141.47,-60.73
1.53,-0.53,2,-53.16,257.63,171.89
1.76,-1.9,-1,158.57,-8.58,-65.32
1.62,-1.62,1,193.85,239.23,57.3
0.2,-3.1,0,-125.04,-36.38,-166.16
2.96,-0.98,-1,-107.17,250.71,56.15
1.75,-0.96,0,159.83,312.61,45.26
0.9,-2.85,1,108.3,-124.68,-54.43
2.3,-1.09,-1,86.42,245.67,12.03
3.02,-1.15,1,-292.59,174.87,164.44
2.41,-2.1,-1,127.33,43.76,-39.53
2.31,-2.76,0,146.54,-17.02,-25.78
1.67,-0.96,1,67.67,342.84,97.98
1.9,-0.24,1,-168.82,312.72,152.41
1.1,-1.77,0,262.76,-45.6,-38.39
1.49,-1.22,0,261.07,198.93,15.47
1.76,-2.58,2,113.76,152.83,67.61
1.81,-1.43,1,114.58,302.16,79.07
2.2,-1.53,1,12.52,315.19,95.68
1.49,-1.62,-1,194.86,-4.85,-64.74
0.8,-1.69,0,254.22,-108.78,-50.99
2.98,-0.59,1,-349.29,77.72,194.23
2.79,-0.28,0,-331.89,198.28,143.81
2.53,-2.84,0,141.17,-4.67,-17.76
1.68,-2.76,-1,-16.27,-98.94,-119.18
0.21,-0.04,-1,343.0,-46.84,-47.56
3.12,-0.99,0,-267.9,223.2,122.04
0.29,-1.04,1,345.65,-19.28,14.32
3.02,-1.31,-1,-48.49,229.25,40.68
2.72,-3.01,1,104.54,100.76,40.68
0.42,-1.73,1,276.03,-112.25,-17.76
0.05,-2.55,1,34.88,-200.98,-85.94
1.95,-1.16,0,134.88,305.46,45.26
0.81,-2.45,2,202.31,10.26,20.63
2.77,-2.31,-1,106.86,38.08,-30.94
1.5,-0.26,1,-29.23,354.59,128.34
0.49,-2.36,-1,-48.85,-97.92,-164.44
0.31,-1.29,-1,144.49,-187.57,-113.45
1.84,-0.13,1,-170.69,308.44,155.27
2.08,-0.87,0,28.41,356.77,69.33
3.0,-0.11,-2,-172.78,151.73,50.99
0.11,-0.17,0,388.75,-1.32,-3.44
0.41,-1.48,-2,51.97,-71.52,-175.9
2.79,-0.52,0,-289.39,243.76,130.06
2.56,-1.96,2,-112.73,211.83,148.97
1.03,-2.88,0,-4.73,-138.48,-106.0
2.26,-1.83,0,153.66,208.71,24.64
2.19,-2.31,0,182.68,74.74,-6.88
0.02,-1.62,0,122.38,-257.29,-91.67
3.04,-2.22,1,-72.7,234.22,104.28
2.73,-0.04,0,-353.08,165.47,154.13
0.58,-2.93,-1,-109.8,5.65,-191.94
2.91,-1.38,1,-227.66,234.37,144.96
3.05,-0.95,1,-324.97,129.51,177.62
1.4,-2.03,0,232.18,-25.07,-36.1
1.29,-2.58,-1,-13.59,-97.8,-131.21
0.71,-1.1,1,325.38,109.79,34.95
1.12,-1.83,0,253.81,-52.46,-40.68
2.61,-1.23,-1,33.32,241.76,21.77
2.68,-0.72,-1,-91.17,284.67,55.0
1.27,-2.85,-1,-72.71,-75.06,-147.82
2.34,-2.6,1,131.21,147.64,42.4
1.2,-0.69,-1,275.27,123.45,-28.07
0.81,-2.22,-1,13.71,-121.01,-138.08
2.22,-0.07,1,-279.74,211.26,180.48
2.33,-1.1,0,-2.58,339.35,70.47
0.21,-2.75,0,-87.21,-120.05,-145.53
2.39,-0.28,-1,-103.92,316.76,63.6
0.48,-2.01,1,232.78,-135.58,-30.37
2.5,-0.06,-1,-186.49,290.6,82.51
0.44,-2.81,0,-68.75,-125.92,-135.79
2.21,-0.58,1,-198.6,297.75,150.69
3.09,-0.18,1,-349.83,-53.81,224.03
2.91,-2.43,0,104.09,149.9,27.5
2.61,-3.0,0,128.42,-32.95,-22.35
2.7,-0.58,2,-257.98,58.59,236.06
2.48,-2.64,1,112.54,155.96,48.13
1.08,-1.59,-1,182.63,-78.57,-86.52
3.08,-2.94,1,53.26,144.26,65.32
0.24,-1.47,1,296.3,-121.26,-13.18
0.33,-2.3,-1,-55.63,-99.85,-170.17
2.8,-1.77,-1,74.38,158.9,1.72
0.11,-1.95,1,181.41,-207.85,-48.13
1.18,-0.74,0,284.76,230.94,25.21
2.08,-2.81,0,130.37,-59.88,-41.83
2.22,-2.23,0,181.4,100.95,-0.57
0.96,-2.3,1,226.85,-63.41,-19.48
2.25,-1.64,1,19.8,305.52,92.25
0.77,-1.7,1,300.73,-4.62,4.01
2.03,-0.15,-1,-14.35,340.56,50.42
2.97,-2.21,-1,92.41,80.86,-13.75
2.35,-1.81,2,-87.03,232.9,145.53
1.43,-3.03,0,10.65,-131.18,-91.67
3.05,-2.89,1,50.8,151.79,66.46
1.4,-1.96,1,249.86,114.43,25.21
0.0,-0.06,1,336.44,97.19,53.86
2.72,-1.19,1,-219.75,257.73,144.96
0.11,-0.83,0,324.68,-157.17,-41.25
1.06,-2.98,-1,-107.75,-37.32,-167.3
1.32,-1.14,1,209.68,269.41,67.61
0.52,-2.8,1,65.43,-158.6,-73.34
1.75,-0.98,-1,196.73,188.78,-13.18
0.49,-0.21,0,364.58,133.03,16.04
1.41,-1.89,-1,147.91,-61.17,-84.8
1.56,-0.14,1,-76.67,344.39,138.66
2.34,-0.18,-1,-110.75,320.66,66.46
2.92,-2.78,-1,86.72,-51.81,-49.27
1.33,-0.45,-1,242.9,210.88,-6.88
0.29,-0.84,1,352.46,25.77,25.78
2.09,-2.48,0,175.97,14.02,-22.35
0.57,-2.87,-1,-105.54,-6.28,-189.08
2.66,-0.71,0,-211.46,301.74,111.73
1.17,-0.05,0,164.0,353.72,64.17
0.44,-0.83,0,358.09,-43.48,-22.35
1.92,-1.37,-1,183.41,133.56,-25.78
2.82,-1.11,1,-259.45,224.21,155.27
2.77,-1.66,-1,65.89,177.91,6.3
1.2,-2.34,0,155.68,-115.08,-65.32
0.7,-1.26,0,319.72,-54.36,-32.09
1.04,-2.05,1,264.94,0.72,-0.57
0.81,-0.22,1,195.16,296.46,91.1
1.5,-1.04,0,242.17,245.1,26.36
1.31,-2.59,-1,-13.87,-97.59,-130.63
0.04,-1.2,-1,109.57,-222.07,-123.76
2.34,-0.2,-2,-31.76,221.04,8.02
2.62,-2.08,-1,115.28,73.9,-26.36
0.75,-0.14,1,196.58,292.99,92.25
1.6,-1.63,1,199.63,233.28,55.58
1.1,-0.32,1,124.39,334.45,101.99
0.08,-0.21,0,387.39,-23.32,-7.45
3.13,-1.8,1,-188.47,222.06,133.5
0.57,-2.83,1,66.53,-153.95,-72.19
0.7,-1.13,1,327.04,99.71,32.66
0.93,-3.08,1,59.67,-123.25,-65.89
0.69,-1.49,-1,161.3,-137.11,-103.13
1.58,-3.11,-1,-102.33,-74.54,-144.96
2.3,-0.7,1,-201.81,293.9,148.97
1.95,-1.63,1,107.54,287.59,75.63
1.57,-0.56,1,13.97,357.75,115.16
0.22,-0.54,0,373.67,-53.42,-18.33
1.06,-0.14,-1,271.89,206.45,-4.58
1.44,-0.32,0,130.23,362.92,64.17
2.57,-0.28,1,-323.55,148.91,188.5
1.41,-0.65,-1,241.32,186.98,-13.75
1.53,-1.87,1,230.56,166.24,37.82
2.23,-1.21,1,-68.04,330.64,115.74
1.69,-1.73,0,244.33,118.68,-2.29
1.88,-3.06,-1,-64.43,-102.98,-124.9
0.93,-3.05,1,66.5,-123.68,-64.17
2.4,-0.13,0,-263.2,286.8,130.06
0.25,-0.26,-1,325.09,-79.23,-57.87
1.47,-0.74,-1,235.24,181.36,-15.47
0.56,-2.84,-1,-103.27,-11.66,-187.93
1.31,-0.28,-1,230.39,240.95,1.72
3.04,-1.29,1,-272.66,190.72,157.56
1.79,-0.99,-1,189.71,194.32,-11.46
0.15,-2.49,0,-52.31,-167.37,-134.07
0.09,-1.76,1,218.5,-198.4,-38.39
1.4,-1.2,0,276.91,179.76,11.46
3.07,-1.21,0,-203.82,258.5,106.57
1.47,-2.82,1,163.67,-42.08,-20.05
0.95,-2.2,-1,34.95,-118.77,-128.92
0.44,-1.05,0,330.73,-93.57,-34.95
3.06,-1.25,0,-191.17,263.19,103.71
0.19,-2.61,-1,-94.93,-25.6,-195.95
1.34,-0.74,-1,256.77,149.33,-22.92
2.17,-0.32,-1,-23.35,329.98,48.7
3.0,-0.16,0,-376.96,95.58,162.72
2.1,-0.18,1,-236.93,262.94,167.3
2.96,-2.83,0,129.94,57.18,7.45
2.88,-0.22,-1,-252.37,223.32,95.11
0.61,-0.77,0,363.23,33.05,-9.17
1.28,-0.23,1,42.02,352.66,117.46
2.53,-3.02,0,122.97,-47.72,-28.07
0.99,-0.66,1,225.32,277.06,76.2
1.16,-2.5,-1,-8.77,-100.77,-134.07
3.12,-1.88,-1,38.53,156.66,13.75
1.19,-1.53,-1,200.61,-49.22,-76.78
2.54,-0.37,0,-253.81,288.28,124.33
0.63,-1.9,-1,59.89,-147.07,-130.06
1.22,-0.77,-1,272.56,110.68,-31.51
2.04,-2.33,1,164.38,163.52,40.68
1.44,-1.2,0,269.5,190.69,13.75
0.19,-1.16,-1,150.62,-202.46,-112.87
0.99,-0.4,2,68.63,249.14,148.4
2.73,-0.4,1,-336.33,121.96,190.79
1.65,-2.36,-1,70.26,-83.89,-97.98
2.85,-1.34,0,-108.72,296.89,86.52
2.75,-2.4,-1,105.45,15.52,-37.24
1.4,-3.03,0,6.71,-131.44,-93.39
2.88,-2.01,0,42.08,232.35,49.85
1.47,-2.99,-1,-86.0,-76.2,-144.39
1.56,-3.0,2,128.5,70.16,32.09
1.8,-2.61,1,187.76,56.99,10.89
1.28,-1.57,1,260.43,172.11,40.68
1.12,-0.25,-1,269.37,199.52,-7.45
2.51,-0.57,1,-279.2,224.03,168.45
1.13,-0.93,-1,273.45,50.14,-45.84
2.79,-1.22,0,-121.84,304.77,89.95
1.13,-2.22,-1,51.08,-110.56,-119.75
0.93,-0.38,1,191.25,302.13,88.81
2.74,-2.5,2,-74.03,183.68,128.34
1.26,-1.6,0,284.87,37.07,-19.48
1.81,-0.97,-1,184.31,202.39,-9.17
1.1,-3.07,1,81.93,-111.16,-55.58
3.03,-2.26,0,57.47,195.47,44.12
0.78,-0.95,0,348.67,47.44,-9.74
0.89,-3.11,1,47.91,-124.62,-69.9
2.83,-1.99,-1,91.37,115.95,-9.17
0.92,-0.24,-1,303.24,144.28,-18.33
1.04,-1.75,-1,146.36,-101.37,-97.98
1.25,-2.07,-1,97.62,-97.67,-104.28
2.23,-2.28,-1,114.9,-16.5,-60.16
1.15,-0.61,0,276.11,252.33,30.94
1.07,-0.12,-1,267.87,213.28,-2.86
2.25,-0.16,1,-275.99,220.72,177.04
3.09,-1.53,-2,-10.81,81.32,-25.21
0.37,-0.05,-2,230.43,-41.32,-96.26
1.28,-2.62,1,189.57,-45.36,-19.48
1.87,-2.3,1,189.29,140.18,32.66
1.55,-0.41,0,111.28,366.22,65.32
2.79,-1.64,-1,59.6,182.86,8.59
0.23,-1.36,0,237.51,-205.51,-64.74
1.56,-2.26,1,225.03,84.66,17.19
0.07,-0.96,1,340.72,-77.66,6.3
2.64,-1.44,0,-19.77,304.84,68.75
1.03,-1.07,-1,262.63,-5.86,-59.59
2.91,-0.26,-1,-251.42,220.8,94.54
2.21,-2.44,1,142.35,165.19,44.12
1.37,-1.17,-1,243.91,59.96,-45.84
2.88,-2.05,0,49.89,225.48,47.56
1.57,-3.04,-1,-88.58,-80.23,-141.52
2.07,-1.16,1,-25.7,339.36,109.43
1.24,-0.48,-1,262.73,181.61,-13.75
3.01,-0.45,0,-346.13,159.89,146.68
1.13,-2.43,-1,3.62,-104.63,-131.78
1.92,-2.75,1,171.38,48.22,9.74
2.92,-0.46,1,-351.24,69.78,198.24
0.45,-0.63,1,333.65,128.32,46.98
1.84,-2.23,0,205.9,26.47,-22.35
0.96,-0.62,-2,185.53,20.37,-95.11
0.41,-0.95,1,347.21,42.69,26.36
2.04,-1.29,1,13.16,332.48,100.27
2.56,-0.7,1,-270.58,232.14,163.87
2.99,-1.06,0,-219.91,263.04,110.58
1.37,-1.14,2,72.88,259.79,127.77
2.74,-2.05,0,80.87,216.31,39.53
2.34,-2.75,-1,49.62,-86.74,-80.79
0.49,-2.16,0,88.95,-197.54,-95.68
0.9,-2.13,1,250.84,-50.33,-13.18
0.78,-2.15,0,144.28,-163.35,-78.5
2.45,-1.63,1,-43.5,303.94,104.28
2.04,-1.27,1,8.82,333.88,101.41
0.01,-1.01,1,330.23,-108.09,0.0
2.38,-2.7,-1,61.58,-77.12,-75.63
2.57,-2.79,1,109.95,133.38,44.69
2.24,-1.49,-1,140.43,158.41,-14.32
3.11,-2.25,0,39.7,201.15,49.27
0.11,-1.78,-1,0.53,-174.15,-152.98
0.38,-1.7,-1,64.45,-172.9,-132.93
2.97,-2.48,0,101.32,144.56,28.07
1.09,-1.74,-1,153.33,-93.01,-94.54
0.4,-2.5,1,113.08,-177.45,-63.03
2.85,-2.49,2,-95.12,174.74,135.22
1.2,-1.49,0,296.25,46.82,-16.62
0.89,-2.25,0,136.23,-153.23,-77.92
2.64,-0.62,0,-226.89,296.71,115.74
2.6,-2.64,0,148.4,56.62,-2.29
2.71,-2.44,0,132.5,123.73,15.47
0.61,-2.69,1,104.45,-153.69,-61.88
0.48,-1.25,0,301.97,-120.96,-44.12
0.75,-1.6,-1,145.09,-134.02,-106.0
0.28,-2.2,1,159.21,-189.66,-52.71
2.16,-1.73,-1,155.37,92.12,-32.66
1.36,-1.92,0,247.49,-10.99,-32.09
3.09,-1.4,0,-160.75,264.86,96.83
0.41,-2.3,0,37.63,-195.05,-108.29
3.13,-1.48,-1,-36.79,209.77,37.24
2.63,-0.75,-1,-70.08,287.67,50.42
1.96,-2.65,0,151.2,-45.22,-39.53
2.12,-0.35,-1,-0.26,328.81,44.12
2.6,-1.47,0,-0.46,302.16,64.74
2.75,-0.83,1,-291.46,200.34,167.3
2.98,-0.92,-1,-125.84,249.07,60.73
2.74,-1.55,-1,56.32,196.05,10.89
0.96,-0.39,0,293.45,246.8,32.66
3.09,-2.2,-1,81.21,93.45,-6.3
1.14,-1.3,-1,234.54,-21.77,-66.46
2.62,-0.68,-1,-82.95,291.0,53.86
2.0,-0.31,0,-85.02,376.36,96.83
2.73,-0.34,1,-340.13,108.81,194.23
2.91,-2.67,0,126.02,91.64,13.75
0.74,-1.99,-1,55.33,-136.86,-128.92
2.84,-2.46,1,21.25,214.48,79.07
3.11,-0.72,-1,-201.54,220.75,79.64
2.73,-1.61,0,-5.87,286.04,64.17
1.0,-2.86,-1,-91.72,-51.34,-163.87
2.7,-1.44,-1,47.86,212.75,14.9
1.58,-2.02,0,234.04,19.25,-25.21
0.21,-0.77,-1,238.69,-171.95,-89.38
0.12,-0.01,2,191.53,141.39,120.89
2.78,-2.09,1,-36.79,257.82,96.83
0.07,-0.28,-1,302.72,-139.64,-69.33
0.91,-2.25,1,232.08,-67.27,-19.48
1.18,-1.16,0,309.47,125.4,1.15
2.87,-3.04,1,90.63,108.81,47.56
1.55,-1.99,-1,137.28,-54.29,-82.51
0.92,-1.0,0,337.93,82.65,-4.58
1.27,-1.18,1,228.11,251.11,62.45
0.84,-2.93,1,82.39,-131.33,-62.45
2.61,-1.42,0,-15.43,307.27,68.18
2.82,-3.05,1,96.57,101.95,44.12
1.05,-1.27,0,318.42,56.03,-12.61
2.34,-2.63,1,132.74,140.97,40.68
0.38,-2.93,-1,-106.49,27.35,-203.4
0.33,-3.04,-1,-104.65,57.72,-212.57
0.84,-1.79,0,238.01,-114.68,-54.43
1.75,-1.22,1,94.29,323.53,87.66
2.5,-0.92,0,-106.54,337.79,90.53
0.36,-0.03,0,367.64,130.05,18.91
1.45,-2.43,-1,36.35,-98.18,-113.45
1.29,-0.77,0,261.66,254.1,29.79
0.55,-2.51,1,136.06,-158.82,-55.0
2.3,-1.43,0,81.04,295.67,49.85
1.78,-1.81,0,232.88,119.37,-1.72
1.13,-0.37,-1,275.97,176.23,-13.75
1.01,-2.69,0,40.81,-148.36,-96.26
0.72,-0.21,-1,325.89,88.0,-28.07
1.79,-2.83,1,167.44,9.58,-2.29
2.49,-1.91,0,114.11,221.33,33.23
1.95,-2.61,1,177.13,84.41,19.48
0.08,-0.57,0,358.99,-111.97,-28.07
1.23,-2.68,-2,-64.75,32.93,-197.67
2.5,-1.18,-1,51.51,244.63,18.33
1.9,-2.42,0,183.61,-6.17,-29.79
2.85,-2.85,0,135.49,37.37,0.0
1.79,-2.19,0,211.21,25.64,-22.92
1.11,-2.79,1,144.72,-94.53,-38.96
1.83,-1.58,1,133.63,281.19,71.62
2.15,-1.53,-1,155.37,136.11,-21.77
2.14,-2.81,0,133.73,-51.95,-38.39
1.35,-1.6,0,280.39,62.52,-14.32
0.06,-1.45,0,176.52,-247.97,-79.64
2.75,-0.9,0,-191.81,299.55,106.0
0.79,-2.03,0,175.95,-153.56,-71.05
0.24,-1.18,0,279.62,-179.06,-53.86
0.5,-2.94,-1,-109.47,16.64,-197.1
0.76,-1.31,-1,207.76,-108.36,-88.81
0.17,-1.67,0,146.52,-237.35,-85.94
0.39,-2.66,1,75.09,-174.23,-72.77
0.02,-2.68,1,3.18,-187.1,-95.11
2.25,-1.61,-1,144.28,132.99,-20.63
1.56,-0.31,0,83.39,376.73,71.62
2.5,-1.81,2,-120.85,217.28,154.13
2.27,-2.43,-1,96.58,-40.4,-66.46
0.42,-1.81,1,262.32,-124.3,-22.35
0.68,-0.33,-1,326.69,47.65,-37.24
1.94,-1.58,0,196.42,212.83,20.63
2.98,-1.88,1,-134.97,248.99,120.32
0.48,-0.18,1,274.28,223.71,74.48
2.06,-2.91,-2,-99.8,-20.29,-163.29
3.07,-1.93,1,-145.44,236.92,122.61
3.13,-2.64,0,99.42,123.87,28.07
2.91,-2.77,1,56.49,166.1,65.32
0.73,-1.61,1,308.77,2.06,6.88
0.49,-2.16,1,203.72,-148.91,-38.39
0.27,-1.77,0,143.68,-224.67,-85.94
1.4,-0.76,0,230.64,283.38,36.67
0.8,-2.18,2,221.03,41.15,35.52
2.26,-2.97,-1,-2.12,-113.15,-97.98
1.41,-0.23,-1,198.23,271.8,10.31
2.94,-1.78,-1,52.89,165.93,9.17
0.21,-0.33,1,339.04,111.73,50.42
0.71,-1.65,-1,128.35,-141.48,-111.15
0.85,-2.5,0,65.23,-161.52,-94.54
1.2,-0.2,0,187.59,339.95,57.3
0.95,-2.55,-1,-39.57,-91.22,-148.97
2.76,-0.57,1,-325.95,147.99,182.77
0.97,-2.21,-1,35.07,-117.68,-128.34
2.86,-0.27,-1,-238.1,234.23,91.1
1.52,-2.11,1,233.85,109.32,23.49
0.98,-2.75,-1,-74.44,-66.67,-158.71
2.48,-1.11,0,-50.71,334.64,78.5
0.16,-1.96,-1,-23.69,-149.44,-160.43
1.23,-0.9,0,289.42,206.77,18.91
0.84,-2.46,1,186.18,-108.57,-35.52
1.43,-1.74,-1,175.57,-36.55,-75.06
1.84,-2.94,-1,-41.24,-102.76,-120.32
1.08,-1.16,-1,252.13,-10.39,-61.88
2.85,-1.32,1,-225.65,241.91,144.96
1.73,-1.6,0,237.2,162.06,7.45
2.95,-1.06,1,-294.32,180.55,165.58
0.51,-1.27,-1,183.24,-153.78,-100.84
2.9,-0.9,1,-309.02,167.66,171.89
0.23,-1.46,-1,90.4,-195.65,-127.77
1.05,-1.0,0,324.36,125.76,2.86
0.76,-2.33,1,203.78,-110.59,-32.66
0.55,-1.16,0,323.94,-81.0,-34.95
0.93,-0.53,-1,304.75,81.43,-34.38
2.48,-1.28,1,-131.97,306.14,126.05
2.69,-0.33,1,-336.15,120.14,192.51
0.67,-2.26,1,207.42,-121.57,-33.8
0.64,-2.65,1,118.14,-150.11,-57.87
0.13,-2.3,-1,-74.36,-86.81,-181.63
2.09,-2.38,1,158.65,160.43,40.68
2.89,-2.52,1,21.22,206.76,78.5
1.76,-2.27,0,202.46,0.75,-29.22
2.32,-0.97,0,-31.6,348.88,77.35
3.11,-1.4,0,-166.01,261.59,97.98
3.03,-0.97,0,-251.37,243.98,118.03
2.28,-1.48,0,96.48,285.17,45.84
2.62,-2.35,0,137.87,134.12,15.47
1.08,-0.34,0,253.27,289.97,42.4
0.07,-0.81,1,351.31,-45.14,14.9
1.45,-2.21,0,204.12,-50.07,-43.54
1.29,-0.37,0,193.54,331.76,52.71
0.91,-1.25,0,324.9,15.93,-19.48
0.54,-0.48,0,371.03,82.43,3.44
1.25,-0.34,-1,250.25,214.32,-5.16
2.74,-3.03,1,103.5,98.38,40.68
2.8,-0.85,1,-298.23,189.07,169.02
0.09,-2.08,1,147.89,-215.74,-56.72
2.91,-2.4,0,100.38,156.76,29.22
0.27,-2.57,-1,-89.7,-41.76,-189.08
2.16,-0.1,1,-262.9,233.43,175.33
3.03,-1.62,-2,-0.36,70.47,-33.8
0.65,-0.77,0,361.62,47.55,-6.88
0.99,-0.31,0,273.5,272.17,38.96
3.12,-1.39,-1,-53.71,217.86,41.83
1.28,-0.69,1,142.8,326.85,91.1
0.01,-1.96,1,157.49,-225.21,-54.43
1.33,-1.13,1,205.52,273.24,68.75
0.55,-2.45,0,26.77,-178.09,-108.86
0.63,-2.91,-1,-108.37,-4.13,-187.93
0.47,-1.72,1,282.85,-96.66,-14.32
2.77,-0.06,-1,-257.24,230.33,97.98
2.0,-0.97,0,79.75,341.11,59.01
0.3,-0.83,-1,241.66,-157.19,-87.66
1.31,-1.08,-1,253.43,64.74,-44.12
2.42,-1.79,-1,128.65,115.45,-21.2
1.83,-0.85,0,111.51,341.59,56.15
0.38,-0.8,-1,258.96,-133.31,-81.36
2.58,-2.06,0,115.6,198.42,29.79
3.03,-0.06,0,-385.37,58.87,170.17
1.17,-0.79,1,196.1,295.56,79.07
1.55,-0.49,1,5.17,358.13,118.03
1.32,-1.42,2,119.59,235.97,108.86
1.17,-2.85,-1,-79.84,-67.43,-153.55
2.6,-0.05,0,-327.21,212.01,146.1
2.61,-0.13,1,-337.26,102.61,199.39
1.44,-2.09,0,223.94,-28.46,-37.24
2.91,-1.75,0,-22.7,268.21,66.46
1.64,-2.83,-1,-36.12,-96.86,-125.48
0.71,-2.85,-1,-101.48,-24.97,-179.91
0.26,-0.65,0,366.11,-65.43,-22.35
2.07,-1.27,-1,155.75,181.56,-11.46
1.93,-2.66,-1,30.56,-93.35,-99.12
2.53,-0.0,1,-333.19,100.05,202.25
1.38,-3.11,1,100.92,-87.41,-41.83
2.06,-0.91,1,-79.14,342.21,123.19
2.28,-1.27,-2,55.81,100.06,-56.72
3.11,-1.73,-1,15.44,179.97,21.77
1.58,-0.46,1,-12.42,357.89,121.47
1.74,-1.07,1,67.13,338.23,95.68
0.03,-0.38,0,374.18,-85.25,-20.05
2.87,-0.95,-1,-90.96,260.46,52.71
2.92,-1.13,0,-183.36,282.35,102.56
0.5,-1.31,1,331.38,-7.28,10.89
0.19,-1.59,1,269.49,-154.18,-22.92
2.28,-2.73,1,143.23,110.06,31.51
1.7,-2.58,1,195.14,44.28,6.88
2.32,-1.11,0,3.25,338.45,69.33
2.85,-1.34,1,-221.54,243.89,143.81
1.51,-2.01,-1,131.18,-62.24,-85.94
0.1,-1.71,1,230.81,-191.39,-34.95
2.39,-1.22,0,6.46,328.16,67.04
2.93,-2.28,1,-33.9,235.57,94.54
2.65,-2.01,0,93.94,216.63,36.67
2.08,-0.47,-1,38.09,317.88,34.95
0.76,-0.55,-1,312.87,24.31,-45.26
0.52,-1.69,0,214.26,-174.8,-67.04
2.99,-2.27,-1,94.16,69.43,-16.04
